client_id,age,gender,region,income_level,segment,device_type,tech_usage
5082,23,Male,Sfax,Low,Unemployed,iOS,4G
5083,60,Male,Bizerte,Medium,Retired,Android,4G
5084,42,Female,Kairouan,Medium,Professional,Android,4G
5085,56,Female,Gabes,Low,Professional,Android,5G
5086,66,Female,Sousse,Low,Professional,Feature Phone,4G
5087,45,Male,Monastir,Low,Professional,Android,4G
5088,50,Male,Monastir,Medium,Student,Android,3G
5089,54,Female,Kairouan,Medium,Professional,Android,4G
5090,26,Male,Nabeul,High,Retired,Android,5G
5091,35,Male,Sfax,Low,Retired,iOS,4G
5092,38,Male,Sousse,High,Retired,Android,3G
5093,19,Female,Sfax,Medium,Retired,Android,5G
5094,60,Male,Monastir,Low,Student,Android,4G
5095,55,Male,Bizerte,Low,Student,Android,4G
5096,57,Female,Monastir,Low,Student,iOS,3G
5097,53,Female,Bizerte,High,Retired,Android,3G
5098,67,Male,Bizerte,Low,Unemployed,iOS,4G
5099,60,Female,Tunis,Low,Unemployed,Android,4G
5100,54,Male,Monastir,Low,Retired,Android,4G
5101,32,Male,Nabeul,High,Professional,Android,4G
5102,45,Female,Monastir,Low,Professional,Feature Phone,4G
5103,35,Female,Sfax,Low,Retired,Android,4G
5104,51,Male,Kairouan,Medium,Professional,iOS,5G
5105,39,Female,Gabes,Medium,Professional,Android,5G
5106,28,Female,Gabes,Medium,Unemployed,Android,4G
5107,30,Male,Nabeul,Medium,Retired,Android,3G
5108,21,Male,Bizerte,High,Student,Feature Phone,4G
5109,39,Male,Nabeul,High,Unemployed,Android,3G
5110,24,Male,Gabes,Medium,Retired,iOS,5G
5111,60,Male,Nabeul,Low,Retired,Feature Phone,4G
5112,41,Male,Sousse,Medium,Unemployed,Android,4G
5113,21,Female,Sfax,Low,Professional,Android,3G
5114,45,Female,Sfax,Low,Professional,Android,4G
5115,32,Male,Nabeul,High,Unemployed,Android,3G
5116,18,Female,Sfax,High,Retired,Android,4G
5117,20,Female,Sousse,Medium,Student,iOS,5G
5118,31,Male,Kairouan,High,Retired,iOS,4G
5119,55,Female,Tunis,High,Student,iOS,4G
5120,67,Female,Sousse,Medium,Student,Feature Phone,4G
5121,18,Male,Sfax,Medium,Retired,Android,4G
5122,55,Female,Sfax,Medium,Retired,Android,3G
5123,55,Female,Monastir,Low,Retired,Android,5G
5124,38,Male,Sfax,Low,Student,Android,3G
5125,65,Female,Kairouan,Medium,Professional,Android,3G
5126,46,Female,Gabes,Low,Student,Android,4G
5127,22,Female,Tunis,Low,Student,iOS,3G
5128,66,Male,Sousse,Low,Student,Feature Phone,4G
5129,27,Male,Nabeul,Low,Unemployed,Android,3G
5130,45,Female,Sfax,High,Professional,iOS,5G
5131,38,Female,Monastir,Medium,Student,iOS,4G
5132,67,Male,Monastir,Medium,Student,Android,4G
5133,24,Male,Bizerte,High,Unemployed,Android,3G
5134,20,Female,Tunis,High,Student,Feature Phone,3G
5135,62,Male,Monastir,Medium,Professional,iOS,4G
5136,64,Female,Bizerte,High,Student,Feature Phone,4G
5137,37,Female,Tunis,Medium,Professional,Android,4G
5138,36,Male,Sfax,Low,Professional,Android,4G
5139,52,Male,Tunis,Low,Retired,Android,4G
5140,21,Female,Tunis,Medium,Unemployed,Feature Phone,4G
5141,22,Female,Nabeul,Medium,Unemployed,Android,5G
5142,18,Male,Sfax,Medium,Unemployed,Android,4G
5143,21,Female,Kairouan,Medium,Retired,Android,5G
5144,29,Male,Monastir,Low,Retired,Android,5G
5145,44,Male,Bizerte,Low,Professional,Android,3G
5146,59,Male,Nabeul,Medium,Unemployed,iOS,3G
5147,40,Male,Nabeul,Low,Retired,Android,4G
5148,42,Male,Kairouan,Medium,Retired,Android,4G
5149,38,Female,Bizerte,Medium,Retired,Android,4G
5150,69,Male,Gabes,Medium,Professional,Android,4G
5151,41,Male,Monastir,Low,Student,Android,4G
5152,42,Male,Bizerte,Medium,Retired,Android,4G
5153,62,Male,Bizerte,High,Retired,iOS,3G
5154,63,Male,Tunis,High,Retired,Android,4G
5155,49,Male,Gabes,High,Unemployed,Android,5G
5156,49,Male,Sfax,Medium,Unemployed,Android,4G
5157,22,Female,Sfax,Low,Retired,Android,3G
5158,53,Female,Sousse,Medium,Professional,Android,3G
5159,63,Female,Gabes,High,Student,iOS,4G
5160,59,Female,Tunis,Low,Unemployed,iOS,5G
5161,66,Male,Sousse,Low,Student,iOS,5G
5162,59,Female,Sousse,Low,Retired,Android,4G
5163,56,Male,Sfax,Medium,Unemployed,Android,3G
5164,33,Female,Bizerte,Medium,Student,iOS,4G
5165,50,Female,Tunis,Low,Retired,Android,5G
5166,66,Male,Nabeul,High,Unemployed,Android,5G
5167,38,Male,Nabeul,Medium,Retired,iOS,4G
5168,26,Female,Gabes,Low,Unemployed,Android,4G
5169,23,Female,Sousse,Low,Student,iOS,4G
5170,68,Female,Tunis,Low,Student,Android,5G
5171,62,Female,Sfax,Medium,Unemployed,Android,4G
5172,52,Male,Sousse,Low,Professional,iOS,4G
5173,56,Female,Sousse,Medium,Retired,Android,4G
5174,39,Female,Kairouan,Medium,Student,Android,5G
5175,58,Female,Sfax,Medium,Professional,Android,4G
5176,22,Female,Nabeul,Low,Unemployed,Android,4G
5177,59,Female,Kairouan,Medium,Student,Android,4G
5178,40,Male,Sfax,High,Student,Android,4G
5179,34,Male,Sfax,Low,Retired,Feature Phone,3G
5180,29,Male,Kairouan,Low,Professional,iOS,4G
5181,40,Male,Nabeul,Medium,Retired,iOS,4G
5182,33,Male,Monastir,Medium,Unemployed,iOS,5G
5183,20,Female,Tunis,Low,Student,Android,5G
5184,47,Male,Tunis,Medium,Professional,Android,4G
5185,39,Male,Monastir,Medium,Retired,Android,5G
5186,26,Female,Tunis,High,Professional,iOS,4G
5187,46,Male,Bizerte,Low,Unemployed,Android,4G
5188,64,Male,Sousse,Medium,Student,Android,3G
5189,54,Male,Tunis,Low,Professional,iOS,3G
5190,40,Male,Bizerte,Medium,Unemployed,Android,5G
5191,30,Female,Sousse,Medium,Unemployed,Android,5G
5192,49,Female,Tunis,Low,Student,Android,4G
5193,63,Male,Sfax,High,Retired,Android,4G
5194,69,Female,Monastir,Low,Student,Android,4G
5195,64,Male,Gabes,Medium,Student,Android,5G
5196,65,Female,Tunis,Low,Professional,Android,4G
5197,40,Female,Gabes,Medium,Professional,Android,4G
5198,62,Female,Tunis,Low,Retired,Android,4G
5199,34,Female,Sfax,High,Unemployed,Feature Phone,5G
5200,57,Female,Monastir,High,Professional,Android,3G
5201,38,Female,Nabeul,High,Retired,iOS,5G
5202,19,Female,Monastir,Low,Student,iOS,4G
5203,54,Female,Gabes,Medium,Unemployed,Android,4G
5204,23,Female,Bizerte,Low,Student,Android,4G
5205,61,Female,Sfax,High,Unemployed,Android,4G
5206,35,Female,Gabes,Medium,Professional,iOS,3G
5207,47,Male,Gabes,Medium,Student,Android,4G
5208,39,Female,Kairouan,Medium,Student,Android,4G
5209,50,Male,Kairouan,Low,Unemployed,Android,3G
5210,47,Female,Sfax,Medium,Retired,Android,4G
5211,34,Male,Sfax,Low,Unemployed,Android,3G
5212,60,Male,Sfax,High,Professional,Feature Phone,4G
5213,49,Male,Sousse,High,Retired,Android,4G
5214,59,Female,Bizerte,Medium,Student,Android,4G
5215,68,Female,Tunis,High,Student,iOS,3G
5216,31,Female,Nabeul,Low,Student,iOS,4G
5217,27,Female,Kairouan,High,Professional,Android,4G
5218,64,Male,Monastir,Low,Student,Android,4G
5219,68,Female,Monastir,Medium,Student,Android,4G
5220,53,Female,Gabes,Medium,Retired,Android,3G
5221,51,Female,Kairouan,Low,Professional,Android,5G
5222,26,Female,Tunis,Low,Student,Android,4G
5223,59,Female,Sfax,Low,Retired,Android,4G
5224,45,Female,Monastir,High,Student,Feature Phone,4G
5225,28,Female,Kairouan,Low,Retired,Android,3G
5226,31,Female,Bizerte,Medium,Student,Android,5G
5227,56,Male,Bizerte,Medium,Professional,Feature Phone,3G
5228,64,Male,Nabeul,Low,Unemployed,iOS,4G
5229,36,Female,Sousse,Medium,Professional,Android,4G
5230,32,Female,Kairouan,Medium,Retired,Android,5G
5231,45,Female,Sfax,Low,Student,Feature Phone,4G
5232,41,Female,Gabes,Medium,Professional,Android,4G
5233,25,Male,Nabeul,Low,Student,iOS,4G
5234,60,Male,Nabeul,Low,Professional,iOS,3G
5235,26,Female,Sousse,Medium,Retired,Android,3G
5236,64,Male,Sfax,Medium,Unemployed,iOS,4G
5237,50,Male,Nabeul,High,Professional,Feature Phone,3G
5238,50,Female,Sousse,High,Student,iOS,3G
5239,36,Female,Kairouan,Medium,Student,Android,4G
5240,20,Female,Tunis,Low,Student,iOS,4G
5241,27,Male,Nabeul,Low,Retired,Android,5G
5242,57,Male,Monastir,Low,Retired,iOS,4G
5243,64,Female,Kairouan,Medium,Unemployed,Android,4G
5244,59,Female,Sfax,High,Student,Android,5G
5245,18,Male,Gabes,Low,Unemployed,Android,5G
5246,46,Male,Gabes,Low,Student,Android,4G
5247,67,Female,Sfax,Medium,Professional,Android,4G
5248,51,Male,Sousse,Low,Professional,Android,5G
5249,68,Female,Bizerte,Medium,Professional,Android,3G
5250,30,Female,Sfax,Medium,Student,Android,3G
5251,18,Male,Monastir,Medium,Professional,iOS,4G
5252,51,Male,Nabeul,Low,Student,iOS,4G
5253,46,Male,Kairouan,High,Unemployed,Android,4G
5254,65,Female,Gabes,Low,Retired,Android,4G
5255,64,Female,Tunis,High,Professional,Android,4G
5256,30,Female,Gabes,Low,Student,Android,5G
5257,65,Female,Bizerte,High,Student,iOS,4G
5258,66,Female,Nabeul,Medium,Unemployed,iOS,3G
5259,46,Female,Gabes,Low,Unemployed,Android,4G
5260,56,Male,Bizerte,High,Retired,iOS,5G
5261,41,Female,Nabeul,Medium,Unemployed,iOS,4G
5262,43,Female,Monastir,Low,Retired,Android,4G
5263,34,Female,Nabeul,Low,Retired,Android,4G
5264,24,Female,Sfax,Medium,Unemployed,Android,3G
5265,30,Male,Gabes,Medium,Retired,Android,5G
5266,22,Female,Sousse,Medium,Professional,Android,3G
5267,43,Male,Kairouan,Medium,Retired,Android,4G
5268,66,Male,Sousse,Medium,Student,Android,4G
5269,20,Female,Kairouan,Medium,Student,Android,4G
5270,24,Female,Gabes,Medium,Student,Android,5G
5271,66,Male,Monastir,Low,Unemployed,Android,4G
5272,56,Male,Gabes,High,Student,Android,4G
5273,18,Female,Kairouan,Low,Unemployed,Android,4G
5274,66,Male,Monastir,Low,Student,Android,4G
5275,34,Female,Tunis,Medium,Retired,iOS,4G
5276,60,Female,Monastir,Medium,Unemployed,iOS,4G
5277,42,Male,Gabes,Low,Student,Android,5G
5278,20,Female,Tunis,Low,Retired,Android,4G
5279,32,Female,Tunis,Medium,Unemployed,iOS,4G
5280,46,Female,Kairouan,High,Retired,iOS,5G
5281,60,Male,Tunis,Medium,Retired,Android,4G
5282,49,Male,Tunis,Medium,Retired,iOS,4G
5283,43,Male,Sfax,Low,Unemployed,Android,3G
5284,33,Female,Monastir,Low,Unemployed,Android,5G
5285,42,Male,Nabeul,Low,Professional,Feature Phone,5G
5286,45,Male,Sousse,Low,Professional,Android,4G
5287,26,Male,Tunis,Medium,Professional,Feature Phone,4G
5288,18,Female,Nabeul,Low,Professional,Android,4G
5289,46,Female,Sousse,Low,Unemployed,Android,4G
5290,39,Male,Nabeul,Medium,Professional,Android,4G
5291,33,Male,Tunis,High,Student,iOS,3G
5292,58,Male,Sousse,High,Professional,Android,5G
5293,68,Female,Gabes,Medium,Student,iOS,3G
5294,61,Male,Gabes,Low,Student,iOS,4G
5295,68,Female,Sousse,Medium,Retired,Android,4G
5296,58,Female,Monastir,Low,Retired,Android,4G
5297,24,Female,Tunis,Medium,Retired,Android,4G
5298,31,Male,Sfax,Medium,Professional,iOS,4G
5299,46,Male,Nabeul,Medium,Unemployed,iOS,4G
5300,36,Female,Monastir,High,Student,Android,4G
5301,36,Female,Sousse,Medium,Unemployed,Android,4G
5302,19,Female,Monastir,Medium,Unemployed,Android,5G
5303,58,Female,Nabeul,Low,Professional,Android,4G
5304,62,Male,Bizerte,High,Unemployed,Android,4G
5305,32,Male,Sfax,Low,Unemployed,iOS,4G
5306,20,Female,Nabeul,High,Retired,Feature Phone,4G
5307,28,Female,Bizerte,Low,Retired,iOS,4G
5308,63,Female,Nabeul,Low,Student,Android,4G
5309,47,Male,Nabeul,High,Student,Android,4G
5310,57,Female,Sousse,Low,Retired,Android,3G
5311,35,Male,Tunis,High,Professional,Android,4G
5312,68,Female,Monastir,Low,Professional,Android,3G
5313,65,Male,Monastir,High,Student,Android,4G
5314,19,Male,Bizerte,Medium,Retired,iOS,4G
5315,49,Female,Monastir,Medium,Professional,Android,5G
5316,25,Male,Sousse,Low,Unemployed,Feature Phone,3G
5317,39,Male,Sfax,Low,Student,Android,4G
5318,23,Male,Tunis,High,Student,Android,4G
5319,29,Male,Bizerte,Low,Unemployed,Android,3G
5320,64,Female,Monastir,Low,Unemployed,Android,3G
5321,57,Female,Sousse,Medium,Student,Feature Phone,4G
5322,53,Female,Tunis,Medium,Unemployed,Android,4G
5323,32,Female,Tunis,Low,Professional,Feature Phone,5G
5324,45,Female,Gabes,Low,Student,Android,5G
5325,69,Male,Tunis,Low,Professional,Android,4G
5326,66,Male,Nabeul,High,Student,Android,4G
5327,62,Male,Sousse,Low,Professional,iOS,4G
5328,35,Male,Sfax,High,Retired,Android,4G
5329,19,Female,Kairouan,Low,Professional,Feature Phone,4G
5330,30,Female,Gabes,Low,Unemployed,Android,5G
5331,62,Male,Sousse,Medium,Retired,Android,4G
5332,32,Female,Sousse,Low,Student,iOS,4G
5333,37,Male,Sousse,Medium,Professional,Android,3G
5334,46,Male,Bizerte,High,Student,Android,5G
5335,59,Female,Monastir,Low,Retired,iOS,4G
5336,46,Female,Bizerte,Medium,Unemployed,Android,4G
5337,20,Female,Nabeul,Low,Unemployed,Android,4G
5338,36,Female,Sfax,Low,Unemployed,Android,3G
5339,20,Female,Nabeul,Low,Student,Android,3G
5340,31,Female,Sousse,High,Unemployed,Android,4G
5341,57,Female,Monastir,Low,Unemployed,Android,3G
5342,21,Male,Nabeul,High,Student,iOS,5G
5343,69,Female,Bizerte,Medium,Student,Android,5G
5344,28,Male,Bizerte,Low,Retired,iOS,4G
5345,48,Male,Bizerte,Medium,Unemployed,Android,4G
5346,60,Female,Sfax,High,Retired,Android,4G
5347,49,Male,Sfax,Medium,Professional,Android,3G
5348,44,Female,Sousse,Medium,Professional,iOS,3G
5349,47,Male,Gabes,High,Professional,iOS,4G
5350,60,Male,Nabeul,Low,Professional,Android,5G
5351,19,Male,Sousse,High,Student,Android,5G
5352,66,Female,Bizerte,High,Retired,iOS,5G
5353,26,Male,Kairouan,Medium,Retired,iOS,4G
5354,45,Male,Nabeul,High,Student,iOS,5G
5355,48,Male,Monastir,Medium,Professional,Android,4G
5356,51,Female,Bizerte,Medium,Retired,Android,3G
5357,32,Male,Tunis,Medium,Unemployed,iOS,4G
5358,65,Female,Kairouan,Low,Student,Android,5G
5359,42,Male,Kairouan,Medium,Student,Android,3G
5360,53,Male,Monastir,Low,Unemployed,Android,4G
5361,25,Male,Sousse,Medium,Professional,Android,4G
5362,26,Female,Bizerte,Low,Professional,Feature Phone,3G
5363,54,Male,Bizerte,Low,Retired,Feature Phone,4G
5364,65,Male,Gabes,Low,Unemployed,Android,4G
5365,62,Male,Tunis,High,Retired,Android,5G
5366,56,Male,Sousse,Low,Professional,iOS,5G
5367,49,Female,Sfax,Medium,Retired,Android,5G
5368,69,Male,Sousse,Low,Unemployed,Android,3G
5369,34,Male,Nabeul,Medium,Unemployed,Android,3G
5370,52,Male,Nabeul,Low,Unemployed,Android,3G
5371,54,Male,Kairouan,Low,Professional,Android,5G
5372,36,Female,Sousse,Medium,Student,Android,3G
5373,61,Male,Gabes,Medium,Student,Android,4G
5374,46,Male,Sousse,Low,Student,iOS,4G
5375,24,Female,Gabes,Medium,Retired,Feature Phone,3G
5376,45,Male,Kairouan,High,Unemployed,iOS,3G
5377,26,Male,Gabes,Low,Professional,Android,4G
5378,45,Male,Monastir,Low,Student,Android,3G
5379,23,Female,Monastir,Medium,Student,iOS,4G
5380,46,Male,Nabeul,Low,Retired,Feature Phone,4G
5381,34,Female,Bizerte,High,Retired,Android,4G
5382,33,Female,Sfax,Medium,Student,Android,4G
5383,40,Female,Kairouan,Medium,Unemployed,Android,5G
5384,48,Female,Nabeul,Medium,Unemployed,Android,4G
5385,20,Female,Gabes,Medium,Retired,Android,3G
5386,38,Female,Tunis,Low,Retired,Feature Phone,4G
5387,43,Female,Kairouan,High,Unemployed,Android,4G
5388,53,Male,Tunis,Medium,Retired,Android,4G
5389,59,Male,Sfax,Low,Retired,Feature Phone,5G
5390,54,Female,Gabes,Medium,Unemployed,Android,5G
5391,39,Female,Kairouan,Low,Unemployed,iOS,4G
5392,59,Female,Kairouan,Low,Professional,Android,4G
5393,29,Female,Sfax,Medium,Retired,Feature Phone,5G
5394,59,Female,Bizerte,Medium,Retired,Android,4G
5395,30,Female,Tunis,Medium,Professional,Feature Phone,4G
5396,28,Male,Kairouan,Low,Retired,Android,5G
5397,33,Male,Sousse,Medium,Retired,Android,4G
5398,25,Female,Tunis,Low,Student,Android,4G
5399,57,Female,Nabeul,Medium,Student,Android,4G
5400,57,Female,Gabes,Medium,Student,Android,3G
5401,62,Male,Sfax,Medium,Professional,Feature Phone,4G
5402,19,Female,Nabeul,High,Retired,Android,4G
5403,47,Male,Tunis,High,Professional,iOS,3G
5404,47,Male,Sousse,High,Professional,Android,4G
5405,29,Male,Monastir,High,Retired,iOS,4G
5406,27,Female,Sousse,Medium,Unemployed,Android,4G
5407,61,Female,Nabeul,High,Unemployed,Feature Phone,5G
5408,28,Male,Sfax,High,Retired,Android,4G
5409,32,Male,Nabeul,Medium,Unemployed,Android,4G
5410,33,Male,Sfax,Low,Student,Android,4G
5411,34,Male,Monastir,Low,Retired,iOS,4G
5412,43,Female,Tunis,High,Professional,iOS,5G
5413,19,Male,Gabes,Medium,Student,iOS,4G
5414,67,Female,Bizerte,High,Professional,Android,4G
5415,29,Male,Sousse,Low,Unemployed,Android,4G
5416,68,Female,Sfax,Low,Retired,Feature Phone,4G
5417,43,Male,Bizerte,Medium,Student,Android,4G
5418,40,Female,Nabeul,High,Retired,Android,4G
5419,35,Female,Bizerte,Low,Student,iOS,4G
5420,49,Female,Bizerte,High,Student,Android,4G
5421,66,Male,Gabes,Medium,Student,iOS,4G
5422,55,Female,Sfax,Low,Retired,Android,4G
5423,64,Male,Nabeul,Low,Student,Feature Phone,4G
5424,20,Female,Sousse,Low,Student,iOS,4G
5425,55,Female,Sfax,Low,Retired,iOS,3G
5426,20,Male,Tunis,Medium,Professional,Android,3G
5427,47,Female,Nabeul,Low,Unemployed,Android,3G
5428,18,Female,Sousse,Low,Retired,iOS,5G
5429,47,Male,Nabeul,High,Retired,Android,5G
5430,62,Female,Sfax,Medium,Student,iOS,5G
5431,49,Female,Sousse,Medium,Retired,Android,5G
5432,45,Female,Tunis,Low,Retired,Android,4G
5433,38,Female,Kairouan,High,Unemployed,Android,4G
5434,63,Male,Sousse,High,Retired,Android,5G
5435,30,Female,Kairouan,Medium,Student,iOS,4G
5436,44,Female,Bizerte,High,Unemployed,iOS,3G
5437,53,Female,Monastir,High,Retired,Android,4G
5438,24,Female,Nabeul,Medium,Student,iOS,3G
5439,39,Female,Gabes,Medium,Unemployed,iOS,4G
5440,27,Female,Tunis,Low,Retired,iOS,4G
5441,56,Female,Sousse,Low,Student,Android,5G
5442,32,Female,Tunis,Low,Unemployed,Android,4G
5443,32,Male,Bizerte,Low,Student,iOS,4G
5444,21,Male,Kairouan,Low,Unemployed,Android,4G
5445,49,Male,Gabes,High,Retired,iOS,5G
5446,40,Male,Tunis,Low,Professional,iOS,4G
5447,23,Female,Kairouan,High,Unemployed,iOS,4G
5448,41,Female,Bizerte,Medium,Retired,Feature Phone,4G
5449,37,Male,Bizerte,Low,Unemployed,iOS,4G
5450,54,Male,Bizerte,Medium,Professional,Android,3G
5451,37,Male,Nabeul,Low,Student,Android,5G
5452,29,Female,Monastir,High,Professional,Android,3G
5453,50,Female,Nabeul,High,Professional,Android,4G
5454,45,Male,Kairouan,Low,Student,Android,4G
5455,25,Male,Sousse,High,Professional,Android,4G
5456,18,Male,Sfax,Medium,Retired,Android,4G
5457,54,Male,Tunis,Low,Unemployed,Android,3G
5458,39,Male,Monastir,Medium,Professional,iOS,3G
5459,23,Female,Sfax,Medium,Unemployed,iOS,4G
5460,38,Male,Bizerte,Low,Unemployed,Feature Phone,4G
5461,49,Female,Sfax,Medium,Student,Android,5G
5462,52,Male,Kairouan,Low,Professional,Android,4G
5463,32,Male,Nabeul,Medium,Student,Android,4G
5464,22,Female,Bizerte,Low,Student,Android,4G
5465,63,Male,Nabeul,High,Unemployed,Android,4G
5466,67,Female,Monastir,Medium,Retired,Android,5G
5467,65,Female,Bizerte,Low,Unemployed,Android,3G
5468,23,Male,Gabes,Low,Student,iOS,4G
5469,42,Male,Gabes,Low,Professional,iOS,4G
5470,63,Female,Monastir,Medium,Retired,Android,4G
5471,57,Female,Kairouan,Low,Retired,Android,4G
5472,46,Male,Kairouan,High,Professional,Android,4G
5473,24,Female,Sfax,High,Professional,Android,3G
5474,57,Male,Monastir,Medium,Retired,Feature Phone,3G
5475,30,Female,Nabeul,Low,Student,iOS,5G
5476,55,Male,Tunis,Low,Retired,Android,5G
5477,35,Female,Monastir,Medium,Retired,Android,4G
5478,19,Female,Sfax,Medium,Retired,Android,3G
5479,25,Male,Kairouan,Medium,Student,Android,3G
5480,28,Female,Tunis,Medium,Professional,Feature Phone,4G
5481,50,Female,Monastir,Low,Professional,iOS,4G
5482,55,Female,Sfax,High,Professional,Android,4G
5483,65,Female,Sousse,Low,Student,Android,4G
5484,44,Female,Nabeul,Medium,Student,iOS,4G
5485,37,Female,Sousse,Medium,Professional,Android,3G
5486,29,Female,Nabeul,Low,Unemployed,iOS,4G
5487,60,Male,Tunis,Medium,Unemployed,Android,4G
5488,48,Female,Gabes,High,Professional,Android,3G
5489,44,Female,Nabeul,Medium,Unemployed,iOS,4G
5490,49,Male,Tunis,Low,Unemployed,Android,3G
5491,27,Female,Sfax,Low,Professional,Android,3G
5492,20,Female,Bizerte,Low,Professional,Android,3G
5493,62,Male,Sousse,Low,Student,Android,5G
5494,44,Female,Bizerte,High,Unemployed,iOS,4G
5495,52,Female,Sousse,Medium,Unemployed,Android,4G
5496,48,Male,Sfax,Low,Professional,iOS,5G
5497,32,Male,Sousse,High,Retired,Android,4G
5498,33,Female,Tunis,Medium,Professional,Android,5G
5499,30,Female,Bizerte,Low,Student,iOS,4G
5500,66,Male,Kairouan,Low,Retired,iOS,4G
5501,52,Female,Bizerte,Low,Retired,Android,4G
5502,69,Male,Sfax,High,Retired,Android,4G
5503,28,Male,Kairouan,Medium,Student,Android,5G
5504,38,Male,Bizerte,High,Unemployed,iOS,5G
5505,68,Female,Nabeul,Low,Professional,Android,3G
5506,28,Male,Monastir,High,Student,Android,4G
5507,47,Male,Nabeul,Low,Student,Android,3G
5508,65,Male,Sfax,High,Retired,Android,4G
5509,52,Female,Monastir,High,Retired,iOS,4G
5510,39,Female,Gabes,Low,Student,Android,3G
5511,55,Female,Tunis,Medium,Unemployed,Android,4G
5512,48,Male,Nabeul,Medium,Retired,Android,4G
5513,31,Female,Sousse,High,Student,Android,5G
5514,41,Female,Monastir,Low,Retired,Android,3G
5515,67,Male,Sousse,Medium,Professional,Android,3G
5516,66,Male,Sousse,High,Professional,Android,3G
5517,49,Female,Gabes,Medium,Professional,iOS,5G
5518,53,Female,Tunis,Low,Retired,iOS,4G
5519,49,Male,Bizerte,High,Retired,Android,5G
5520,32,Female,Monastir,Low,Unemployed,Android,5G
5521,60,Male,Bizerte,Medium,Professional,Android,5G
5522,52,Male,Nabeul,Low,Unemployed,Android,3G
5523,20,Female,Tunis,Low,Student,iOS,4G
5524,33,Female,Kairouan,Medium,Student,Feature Phone,5G
5525,22,Female,Tunis,Medium,Professional,iOS,3G
5526,38,Female,Sousse,Medium,Unemployed,Android,4G
5527,27,Male,Bizerte,Medium,Retired,iOS,4G
5528,36,Female,Tunis,Low,Unemployed,Android,4G
5529,42,Female,Bizerte,Low,Student,iOS,5G
5530,21,Female,Tunis,Medium,Unemployed,Android,4G
5531,46,Male,Sfax,Low,Student,Android,4G
5532,36,Female,Nabeul,Medium,Student,Android,4G
5533,60,Female,Monastir,Medium,Unemployed,Android,4G
5534,19,Male,Sousse,High,Retired,iOS,4G
5535,27,Male,Tunis,Medium,Student,iOS,5G
5536,60,Male,Gabes,Low,Unemployed,iOS,5G
5537,42,Male,Tunis,High,Student,Feature Phone,4G
5538,37,Male,Sfax,High,Professional,Android,4G
5539,65,Female,Nabeul,Medium,Retired,Android,3G
5540,36,Male,Gabes,High,Professional,Android,3G
5541,40,Male,Gabes,Medium,Student,iOS,4G
5542,41,Male,Nabeul,Medium,Retired,Android,4G
5543,28,Male,Tunis,Low,Unemployed,Android,3G
5544,63,Male,Sfax,Medium,Unemployed,Android,4G
5545,51,Male,Gabes,Low,Retired,Feature Phone,3G
5546,45,Male,Monastir,Low,Professional,iOS,4G
5547,22,Male,Sousse,Low,Professional,Android,3G
5548,22,Female,Kairouan,Low,Retired,iOS,4G
5549,68,Female,Sousse,Low,Unemployed,Android,4G
5550,38,Female,Bizerte,Medium,Retired,Android,4G
5551,29,Male,Bizerte,Low,Professional,iOS,5G
5552,67,Male,Sfax,High,Student,Android,3G
5553,21,Male,Gabes,Low,Unemployed,Android,5G
5554,66,Female,Sousse,Medium,Retired,iOS,4G
5555,59,Male,Sousse,Low,Student,iOS,3G
5556,37,Male,Kairouan,Low,Professional,Feature Phone,4G
5557,55,Male,Sfax,Low,Unemployed,Android,5G
5558,42,Female,Monastir,Medium,Retired,Android,4G
5559,31,Female,Gabes,Medium,Professional,Android,4G
5560,28,Male,Sfax,Low,Retired,iOS,5G
5561,49,Female,Tunis,Low,Retired,Android,4G
5562,28,Male,Sousse,Low,Unemployed,Android,4G
5563,35,Male,Sfax,High,Professional,Android,5G
5564,44,Female,Sfax,Medium,Professional,iOS,4G
5565,35,Female,Kairouan,Low,Student,Android,4G
5566,40,Female,Monastir,Low,Professional,Android,4G
5567,28,Female,Tunis,High,Professional,Android,5G
5568,38,Male,Bizerte,Low,Unemployed,Android,3G
5569,61,Male,Sousse,Medium,Student,Android,3G
5570,22,Female,Kairouan,Low,Unemployed,Android,3G
5571,40,Female,Monastir,Medium,Professional,iOS,3G
5572,58,Male,Monastir,High,Student,Android,3G
5573,42,Male,Sfax,High,Unemployed,Android,5G
5574,58,Male,Sousse,Medium,Student,Android,5G
5575,27,Male,Nabeul,Medium,Professional,Feature Phone,3G
5576,39,Female,Bizerte,Medium,Student,Android,4G
5577,36,Female,Nabeul,Low,Student,iOS,4G
5578,18,Female,Nabeul,High,Student,iOS,4G
5579,24,Male,Nabeul,Medium,Professional,Android,4G
5580,21,Male,Monastir,Medium,Professional,Android,4G
5581,18,Female,Sfax,Low,Student,iOS,4G
5582,32,Female,Monastir,Medium,Unemployed,iOS,4G
5583,57,Female,Tunis,High,Unemployed,iOS,4G
5584,29,Male,Monastir,Medium,Professional,iOS,3G
5585,39,Female,Sousse,Low,Retired,Android,5G
5586,39,Male,Monastir,Low,Unemployed,iOS,4G
5587,67,Female,Monastir,Low,Student,Android,4G
5588,64,Female,Nabeul,High,Retired,Android,5G
5589,34,Female,Kairouan,High,Professional,iOS,4G
5590,46,Male,Tunis,High,Unemployed,Android,4G
5591,63,Male,Bizerte,Medium,Retired,Android,4G
5592,31,Male,Bizerte,Medium,Professional,Android,4G
